질문,답변
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['서비스', '전체', '소프트웨어', '엔지니어링', 'Server', 'Mobile', 'App', '담당', '신규', '기존', '서버', '아키텍쳐', '설계', '개발', '주식', '가상', '자산', '연동', 'API', '최적화', '보상', '시스템', '조각', '투자', '기능', '성능', '개선', '유지', '보수', '기획', '프로토타입', '참여', '팀장', '이상', '경력', '팀', '리딩', '프로젝트 관리', '경험', '팀원', '네트워크 통신', '이해', '코드', '리뷰', '협업', '툴', 'Git', 'Jira', '사용']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': ['Git']}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['Kubernetes', 'Istio', '기반', '서비스', '클러스터', '운영', 'CI', 'CD', '파이프라인', '최적', '배포', '프로세스', '자동', '개발', '속도', '에러', '최소', 'LGTM', 'Loki', 'Grafana', 'Tempo', 'Mimir', '활용', '모니터링', '알림', '시스템', '개선', '고가용성', '아키텍처', '구현', '안정', '강화', 'Terraform', 'GitOps', '와', 'IaC', '전략', '리소스', '관리', '장애', '발생', '문제', '해결', '재발', '방지', '설계', '해법', '마련', '업무', '과정', '보안', 'Compliance', '준수', '다양', '오픈', '소스', '제품', '실험', '도입', '검토', 'AWS', '인프라', '경력', '포함', '이상', '역량', '보유', 'Java', 'Go', 'Python', 'Node.js', '프로그래밍', '언어', '분빌드', 'e.g.', '리눅스', '네트워크', '기본', '이해', '효율', '극대', '고민', '의지', '긍정', '태도', '포지션', '동료', '소통']","{'언어': ['Python', 'Java', 'Go'], '프레임워크': [], '라이브러리': [], '툴': ['Kubernetes']}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['AWS', '클라우드', '아키텍쳐', '설계', '구현', '효율', '운영', '관리', '성능', '모니터링', '트러블', '슈팅', 'mysql', 'AWS RDS', 'DB', '마이그레이션', 'JenKins', 'AWS ECS', '배포', '시스템', '경력', '이상', '제외', '네트워크 인프라', '지식', '다양', 'DBMS', '이해', '네트워크 보안', '인프라', 'CI', 'CD', '개발', '경험', '문제', '발생', '능력']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': ['JenKins']}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['의원', '급', 'EMR', 'Electric', 'Medical', 'Record', 'Windows', 'Client', '개발', 'C#', 'WPF', '컴퓨터', '공학', '유사', '학과', '학사', '이상', '학위', '소지자', 'C', 'WPF 개발', '경력', '보유', '분', 'MVVM', 'Pattern', 'XAML', 'UI', 'Library', 'DevExpress', 'Telerik', 'Custom', 'Control', '가능', 'NET', 'Framework', '환경', '기본', '원리', '관심', 'Server', '모델', 'RESTFul', '경험', 'Git', '분산', '버전', '관리', '시스템', '코드', '리뷰']","{'언어': ['C#'], '프레임워크': [], '라이브러리': [], '툴': ['Git']}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['타라', 'TPS', '성장', '웹', '편집', '기', '개발자', '모집', 'D', '플랫폼', '사업', '팀', '개발', '파트', '업무', '소개', 'tooldi', '서비스', '프론트', '엔드', 'UI', 'UX', '구현', '사용자', '상호', '작용', '인터페이스', '경험', '초점', '모바일', '패드', '환경', '고려', '반응', '구축', '사용', '개선', '디자인', '고도', '오픈', '소스', '활용', '발전', '효과', '관리', '기능', '추가', 'AI', '기술', '도입', '신규', '인공 지능', '다양', '예', '이미지', '인식', '효율', '지원', '서버', '운영', '데이터', '안전', '저장', '처리', '데이터베이스', 'API', '설계', '수행', '백', '오피스', '데이터 분석', '유입', '분석', '의사', '결정', '시스템', '품질', '검증', '보안', '인프라', '소프트웨어', '안정', '강화', '주력', '연구', '크리에이터', '생태', '선도', '창의', '작업', '주요', '웹 개발', '툴디', 'http', 't', 'ooldi.com', '필수', '스택', 'React.js', 'Next.js', 'TypeScript', 'Styled', 'Components', '선호', '프레임', '워크', 'Zustand', 'ESLint', 'Prettier', '도구', 'Git', 'GitHub', 'aws', 's', 'ec', 'mysql', 'php', '경력', 'Agile', '문화', '팀원', '원활', '의사소통', '협업', '자신', '언어', '변경', '적극', '대응']","{'언어': ['TypeScript'], '프레임워크': [], '라이브러리': [], '툴': ['Git']}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['LLM', '연구', '개발', 'GPT', 'Transformer', '규모', '언어', '모델', '구조', '최적화', '교육', '현장', '발생', '텍스트', '이미지', '음성', '데이터', '특화', '파', '튜닝', 'Fine', 'tuning', '최신', 'NLP', '논문', '동향', '분석', 'PoC', 'Proof', 'of', 'Concept', '실행', '클리포', 'Clipo', '고도', '학습자', '교사', '관리자', '사용자', '니즈', '반영', '맞춤', '기능', '실시간', '평가', '지표', '산출', '로직', '개선', 'ML', 'Ops', '환경', '구축', '학습', '기록', '답안', '에세이', '프로젝트', '물', '정제', '전처리', '방안', '기반', '협업', '데이터 사이언스', '팀', '비즈니스', '문제', '정의', '솔루션', '기획', '배포', '과정', '참여', '결과', '성능', '사항', '문서', '사내', '스터디', '세미나', '공유', '중심', '적합', 'AI', '설계', '구현', '전략', '지속', '제안', '딥 러닝', '프레임', '워크', '숙련도', '역량', 'BERT', '적용', '경험', 'PyTorch', 'TensorFlow', 'Tokenization', '증강', '기법', '이해', '사고', '해결', '로그', '실험', '능력', 'A', 'B', '테스트', 'BLEU', 'ROUGE', '고객', '요구', '최적', '연결', '팀워크', '커뮤니케이션', '기술', '내용', '직군', '전문가', '기획자', '설명', '가능', '목표', '능동', '자세', '변화', 'EdTech', '트렌드', '대응', '지식', '열정']","{'언어': [], '프레임워크': [], '라이브러리': ['TensorFlow'], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['SAP', 'S', 'HANA', '관리', '운영', 'DB', '백업', '포함', '리눅스', '운영체제', 'OS', 'SAP ERP', 'User', '계정', '권한', '기준', '정보', 'System', 'Landscape', '디자인', 'Client', 'CTS', 'Snote', 'SP', '배치잡', 'Batch', 'Job', 'Performance', 'Parameter', '런타임', '에러', '대응', '프로세스', '이해', '내부통제', '진단', '감사', '경험', 'ABAP', '소스', '배포', '기술', '인프라', '지식', '서버', '네트워크', '데이터베이스', '데이터 분석', '활용', '능력', '시스템', '점검', '모니터링', '문서', '작성', '매뉴얼', '가이드', '장애', '프로젝트', '지원']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['오픈', '서베이', '소개', '전', '모바일', '리서치', '시대', 'Digital', 'transformation', '경험', '관리', '기술', '바탕', '데이터', '수집', '분석', '발', '완벽', '보안', '축적', '가능', '시스템', '툴', '이하', '제품', '대한민국', '대표', '기업', '고객', '기반', '합리', '의사', '결정', '공유', '문화', '지속', '성장', '추구', 'B', '비즈니스', '마케팅', '활동', '전반', '리드', '일', '클라우드', '서비스', '구축', '배포', '운영', 'AWS', 'IT', '인프라', '안정', '확보', '정책', '수립', '엔지니어', '원리', '이해', '자세', '호기심', '적극', '학습', '동반', '선호', '분', '문제', '해결', '능력', '커뮤니케이션', '역량', '최적', '고민', '이상', '설계', '보유', 'Docker', 'Kubernetes', 'Amazon', 'EKS', '컨테이너', '활용', '스크립트', '언어']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': ['Docker', 'Kubernetes']}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['솔루션', '프로젝트', 'QA', 'QC', '비중', '학사', '졸업', '이상', 'Web', '검증', '수행', '이력', '플랜', '실행', '문서', '작성', '가능', 'End', 'to', '외부', '출장', '업무']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['구매', '시스템', 'Product', 'UX', 'UI 디자인', '적용', '포털', '화면', '웹', '퍼블리싱', '학사', '졸업', '이상', 'HTML5', 'CSS3', 'SCSS', 'Javascript', '이해', '프론트', '엔드', '프레임', '워크', '리액트', '우대', '경험', '보유자', '웹 표준', '접근', '고려', '가능', '반응', '모바일', 'Git', '버전', '관리', '협업', '사용', '원활', '커뮤니케이션', '능동', '업무', '스타일', '책임감', '포트폴리오', '작업', 'URL', '첨부', '기여도', '기재', '필수', '본인', '작성', '소스', '확인', '용도']","{'언어': ['Javascript'], '프레임워크': [], '라이브러리': [], '툴': ['Git']}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['Flutter', '기반', '앱', '프로젝트', '관리', '안드로이드', '중심', '문제', '해결', '모바일', '웹', '연계', '기능', '개발', '글로벌', '서비스', '다양', '경력', '관심', '운영체제', '이해', '컴퓨터', '공학', '전공', '지식', '지속', '개선', '발전', '성장', '경험', '원']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['오픈', '서베이', '소개', '개발', '팀', '데이터', '효율', '처리', '프로세스', '단순', '문제', '정의', '해결', '입사', '후', '시니어', '엔지니어', '일', '온보딩', '기간', '온보딩이', '끝', 'TL', '역할', '서비스', '리더십', '매니징', '스페이스', '고객', '수집', '분석', '리서치', '경험', '플랫폼', '편집', '운영', '기능', '신규', '컴포넌트', 'Technical', 'Leader', '환경', 'Java', 'or', 'Kotlin', 'Gradle', 'Spring Boot', 'w', 'JPA', 'Eureka', 'OpenFeign', 'Amazon', 'Aurora', 'MySQL', '호환', 'JUnit', 'Kubernetes', 'Argo CD', 'ELK', 'stack', 'Redis', '품질', '소프트웨어 개발', '지속', '노력', '기술', '원리', '이해', '자세', '객체', '지향', '호기심', '적극', '학습', '공유', '코드', '리뷰', '주변', '동료', '자극', '동반', '성장', '선호', '분', '능력', '커뮤니케이션', '역량', '단위', '테스트', '성능', '고민', '이상', '보유', '주도', 'QA', '배포', '롤백', '모니터링']","{'언어': ['Java'], '프레임워크': [], '라이브러리': [], '툴': ['Kubernetes']}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['Unreal Engine', '기', '반', 'ABLUR', '신규', '피쳐', '개발', '유지', '보수', '확장', '가능', '성능', '최적', '코드', '스트럭처', '고민', '개선', '창작자', '제작', '과정', '이해', '기술', '방법', '구현', '가치', '제공', '소프트웨어 개발', '경력', '이상', '컴퓨터', '공학', '관련', '전공', '학위', '보유', '유사', '분야', '교육', '이수', '문제', '해결', '설계', '경험', '도메인', '바탕', '고객', '사용', '몰입', '제품', '품질', '책임감', '능동', '지속']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['슬로우', '플랫폼', 'SlowTalk', '세대', '공감', '서비스', '준비', '클라우드', '인공 지능', 'AI', '활용', '시니어', '취향', '관심사', '분석', 'GPS', '정보', '지역', '중심', '커뮤니티', '제안', '대화', '패턴', '건강', '감정', '상태', '파악', '응대', '대책', '제시', '편리', 'IOT', '카메라', '스피커', '웨어러블', '디바이스', '통합', '스마트', '경로당', '레퍼런스', '솔루션', '개발', '활동', '모니터링', '맞춤', '코칭', '제공', '계획', '팀', 'Slow', 'Platform', '법인', '등록', '출범', '스타트업', '현재', '크루', '자율', '책임감', '일', '성장', '기술력', '시장', '잠재력', '입증', '비전', '목표', '전략', '실행력', '바탕', '추구', '최고', '인재', '모집', '도전', '용기', '중요', '생각', '결과', '창출', '팀원', '열정', '과정', '동료', '자부심', '수평', '조직', '문화', '개인', '의지', '시도', '확인', '환경', '노력', 'Back', 'End', 'Engineer', '업무', '내용', '에이징', '길', '백', '엔드', '서버', '삶', '가치', '품질', '코드', '안정', '운영', 'DevOps', '기반', '자격', '요건', '백엔드 개발', '경력', '이상', '실력', '보유', 'Python', '경력자', 'MSA', 'Architecture', '이해도', '모듈', '테스터블', '지향', '커뮤니케이션', '원활', '적극']","{'언어': ['Python'], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['이더리움', 'Ethereum', '솔라', 'Solana', '스마트', '컨트랙트', '개발', '스테이', '킹', '투표', 'Cross', 'chain', '거래', '효율', '트랜잭션', '처리', '기능', '운영', '기술', '스택', 'Solidity', 'Rust', 'Python', 'Javascript', 'Hardhat', 'Foundry', 'Blockchain', 'Public', '관련', '서비스', '경험', '이상', '이용', '전반', '블록체인', '동작', '방식', '이해도', '대칭키', '비대칭키', 'Hash', '암호학', '이해']","{'언어': ['Python', 'Javascript'], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['병원', 'CRM', '서비스', '개발', '운영', '유지', '보수', '백', '엔드', '아키텍처', '설계', '테스트', '코드', '운용', '데이터', '이관', 'Python', '이상', 'Flask', 'Backend', 'REST', 'API', '클라우드', '환경', 'AWS', '경험', 'RDBMS', 'Maria', 'MySql', 'ORM', 'Git', 'Jira', '업무', '도구']","{'언어': ['Python'], '프레임워크': ['Flask'], '라이브러리': [], '툴': ['Git']}"
